ano,codigo_depto,departamento,poblacion_5_16,tasa_matriculacion_5_16,cobertura_neta,cobertura_neta_transicion,cobertura_neta_primaria,cobertura_neta_secundaria,cobertura_neta_media,cobertura_bruta,cobertura_bruta_transicion,cobertura_bruta_primaria,cobertura_bruta_secundaria,cobertura_bruta_media,tamano_promedio_grupo,sedes_conectadas_a_internet,desercion,desercion_transicion,desercion_primaria,desercion_secundaria,desercion_media,aprobacion,aprobacion_transicion,aprobacion_primaria,aprobacion_secundaria,aprobacion_media,reprobacion,reprobacion_transicion,reprobacion_primaria,reprobacion_secundaria,reprobacion_media,repitencia,repitencia_transicion,repitencia_primaria,repitencia_secundaria,repitencia_media
2018,86,Putumayo,80972,75,0.8428,45.66,80.71,71.04,36.59,0.9655,84.08,101.34,104.24,75.88,0.0,,0.0521,4.86,3.59,7.37,5.27,0.8687999999999999,0.68,90.49,7.37,87.1,0.079,0.68,90.49,12.04,7.63,0.0215,0.68,1.78,3.24,1.24
2018,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",10853,67.34,0.934,68.69,92.96,84.23,50.9,0.9993000000000001,92.31,105.6,108.41,73.04,0.0,,1.97,1.61,2.47,1.8,0.71,0.9379000000000001,0,94.93,1.8,95.51,0.0425,0,94.93,7.5,3.78,0.0231,0,2.21,3.35,0.51
2018,91,Amazonas,22257,81.13,0.8146,45.99,78.33,61.51,31.51,0.9504,83.23,103.7,96.52,73.54,0.0,,0.0487,5.31,3.09,7.18,6.02,0.9117000000000001,0.07,91.95,7.18,89.98,0.039599999999999996,0.07,91.95,3.36,4,0.0412,0.07,4.55,4.61,1.49
2018,94,Guainía,15766,81.64,0.6228,46.4,61.95,28.93,6.79,0.7705,83.26,96.08,68.66,38.72,0.0,,0.07139999999999999,9.88,5.53,9.82,5.47,0.7764,5.25,77.82,9.82,85.69,0.1522,5.25,77.82,17.34,8.84,0.0508,5.25,5.91,4.1,2.09
2018,95,Guaviare,21118,55.7,0.8461,42.44,82.1,66.5,31.14,1.0508,75.29,122.45,106.43,73.13,0.0,,0.0336,4.01,2.58,4.63,2.63,0.8778,1.44,90.49,4.63,88.75,0.0886,1.44,90.49,13.59,8.62,0.0346,1.44,3.46,4.47,1.75
2018,97,Vaupés,15363,61.64,0.5079,22.82,51.12,30.54,11.35,0.5979,37.18,74.44,55.61,39.76,0.0,,0.0388,4.93,3.13,4.93,4.65,0.8538,1.64,85.37,4.93,85.44,0.1074,1.64,85.37,11.22,9.91,0.0226,1.64,2.58,2.33,0.75
2018,99,Vichada,32951,78.13,0.5374,30.74,56.68,24.06,9.36,0.6192,53.68,90.98,43.77,24.53,0.0,,0.07139999999999999,7.39,6.52,8.99,5.97,0.7525,0,70.72,8.99,88.06,0.17600000000000002,0,70.72,12.3,5.97,0.0562,0,7.28,3.63,1.01
2019,5,Antioquia,1149985,94,0.9383,67.86,90.24,82.6,45.04,1.0756999999999999,87.63,109.35,120.21,88.35,0.0,,0.04019999999999999,3.73,3.29,5.33,2.95,0.8837999999999999,0.18,90.73,5.33,91.37,0.0759,0.18,90.73,11.56,5.68,0.0319,0.18,2.92,4.65,1.37
2019,8,Atlántico,533666,92.07,0.9168999999999999,62.69,89.36,76.94,48.95,1.002,94.31,106.54,102.06,84,0.0,,1.26,1.72,1.28,1.26,0.9,0.9290999999999999,1.26,93.88,1.26,94.78,0.0583,1.26,93.88,8.63,4.32,1.0,1.26,1.06,1.18,0.42
2019,11,"Bogotá, D.C.",1181531,96.82,0.963,69.11,96.22,87.52,55.49,1.0493000000000001,88.1,108.98,110.95,92.09,0.0,,1.6,2.12,1.38,1.82,1.41,0.975,0.03,98.08,1.82,96.25,0.9,0.03,98.08,0.98,2.34,0.0262,0.03,2.26,3.98,1.44
2019,13,Bolívar,461988,99.44,0.9933,67.67,97.81,80.64,45.43,1.1239,110.17,120.35,116.94,84.78,0.0,,0.029900000000000003,4.01,2.63,3.42,2.38,0.905,0.82,91.67,3.42,91.58,0.06509999999999999,0.82,91.67,9.25,6.04,0.0359,0.82,3.52,4.74,2.07
2019,15,Boyacá,234368,96.6,0.9651000000000001,69.07,92.04,90.11,59.33,1.0844,90.55,104.85,120.16,102.3,0.0,,0.020499999999999997,2.03,1.29,2.8,2.26,0.9201999999999999,0.23,95.23,2.8,92.26,0.0593,0.23,95.23,9.75,5.48,1.92,0.23,1.41,3,1.24
2019,17,Caldas,161892,85.98,0.8588,64.61,80.79,77.45,46.42,0.9769,82.51,95.49,110.08,85.94,0.0,,0.0331,2.82,2.67,4.32,2.7,0.8901,0.53,91.88,4.32,91.23,0.0768,0.53,91.88,11.95,6.07,0.036699999999999997,0.53,3.04,5.42,2.2
2019,18,Caquetá,98675,90.52,0.9048999999999999,57.8,89.2,68.56,33.58,1.0549,90.07,115.07,104.18,91.47,0.0,,0.053200000000000004,6.44,4.68,6.26,4.45,0.9262999999999999,0.41,93.4,6.26,93.03,0.020499999999999997,0.41,93.4,2.51,2.53,0.026000000000000002,0.41,2.7,3.28,1.12
2019,19,Cauca,299016,84.42,0.8439,54.49,85.23,68.78,36.42,1.0070000000000001,90.74,106.93,104.26,84.1,0.0,,0.0278,2.58,1.86,3.83,3.62,0.9065000000000001,0.65,92,3.83,91.1,0.06559999999999999,0.65,92,8.94,5.28,1.3,0.65,1.05,1.98,0.99
2019,20,Cesar,296234,90.77,0.9057,56,88.23,71.4,40.08,1.0206,99.46,112.13,102.39,76.4,0.0,,0.041100000000000005,5.58,3.87,4.54,2.63,0.8908,0.92,90.54,4.54,90.76,0.0681,0.92,90.54,10.06,6.61,1.07,0.92,0.86,1.55,0.73
2019,23,Córdoba,387454,94.23,0.9416,54.9,89.17,79.23,45.26,1.0756999999999999,100.47,113.84,112.85,84.74,0.0,,0.0264,3.95,2.02,3.21,2.47,0.9359999999999999,0.85,94.59,3.21,93.32,0.037599999999999995,0.85,94.59,4.75,4.2,0.0342,0.85,3.36,4.29,2.08
2019,25,Cundinamarca,570377,96.14,0.9586,65.93,94.63,85.96,49.7,1.0607,93.54,109.27,114.63,88.08,0.0,,0.0302,3.72,2.22,4,2.51,0.9168000000000001,0.67,94.29,4,92.89,0.053,0.67,94.29,8.57,4.59,1.74,0.67,1.33,2.76,0.82
2019,27,Chocó,143999,82.64,0.8264,53.13,84.13,53.38,23.92,1.0324,91.52,124.17,94.1,72.49,0.0,,0.027999999999999997,3.22,2.31,3.73,2.34,0.8845999999999999,0.08,88.47,3.73,92.46,0.0874,0.08,88.47,11.36,5.21,1.08,0.08,1.53,0.71,0.26
2019,41,Huila,242194,94.2,0.9412,68.48,92.18,81.35,45.83,1.053,97.37,109.96,113.03,81.96,0.0,,0.044800000000000006,3.9,2.87,6.96,3.75,0.8586,0.35,90.39,6.96,87.42,0.0967,0.35,90.39,16,8.83,0.028399999999999998,0.35,2.31,4.42,1.87
2019,44,La Guajira,245778,92.92,0.9286,72.01,93.02,57.99,25.08,1.0371,112.96,126.79,94.02,54.34,0.0,,0.025099999999999997,3.31,2.32,2.73,1.94,0.9327,0.87,93.29,2.73,94.89,0.0421,0.87,93.29,5.32,3.17,0.0359,0.87,4.4,3.26,0.84
2019,47,Magdalena,323546,97.49,0.9727,61.86,91.83,73.84,41.03,1.1432,117.09,121.8,117.06,88.25,0.0,,0.035,4.25,2.99,4.03,3.33,0.9368000000000001,0.63,94.42,4.03,94.45,0.028300000000000002,0.63,94.42,3.91,2.23,1.53,0.63,1.61,1.66,0.61
2019,50,Meta,218194,93.59,0.9351,64.64,91.63,79.83,44.99,1.0715000000000001,94.58,110.22,109.71,100.67,0.0,,0.0397,5.28,3.26,4.9,3.1,0.9098999999999999,0.1,93.15,4.9,92.39,0.0504,0.1,93.15,8.11,4.51,1.03,0.1,0.78,1.71,0.55
2019,52,Nariño,309763,84,0.8395,53.02,79.87,69.44,38,0.9834999999999999,79.69,103.73,106.3,79.43,0.0,,1.45,1.16,0.96,2.1,1.53,0.9584999999999999,0.29,96.99,2.1,95.87,0.027000000000000003,0.29,96.99,4.01,2.6,0.0323,0.29,2.81,4.8,1.59
2019,54,Norte de Santander,318252,92.25,0.9218000000000001,64.42,91.15,76.09,41.87,1.0649,92.94,111.14,111.31,92.28,0.0,,0.0325,4.26,2.97,3.61,2.58,0.9056000000000001,0.85,92.43,3.61,90.96,0.061900000000000004,0.85,92.43,9.56,6.46,1.37,0.85,1.34,1.83,0.77
2019,63,Quindio,83130,96.77,0.9673,69.76,93.4,87.85,53.61,1.0923,98.02,109.84,120.02,93.02,0.0,,0.0394,3.44,3.09,5.05,3.64,0.8813,0.27,91.47,5.05,89.53,0.0793,0.27,91.47,12.46,6.83,1.04,0.27,0.73,1.64,0.75
2019,66,Risaralda,156174,99.14,0.9887999999999999,69.78,95.57,86.25,50.47,1.1484999999999999,99.96,114.3,125.75,102.21,0.0,,0.0499,5.83,3.78,6.68,3.73,0.8859999999999999,0.81,91.66,6.68,91.46,0.0641,0.81,91.66,10.2,4.81,1.16,0.81,0.91,1.9,0.45
2019,68,Santander,405798,96.38,0.9620000000000001,67.64,94.58,84.7,49.96,1.0683,100.52,109.33,114.34,89.26,0.0,,0.0301,3.85,2.41,3.79,2.27,0.8953,0.46,93.03,3.79,90.47,0.0747,0.46,93.03,12.42,7.26,1.91,0.46,1.49,2.96,1.17
2019,70,Sucre,203411,95.93,0.9588,68.35,94.94,76.35,41.9,1.0896,127.39,116.79,108.63,81.84,0.0,,0.03,3.67,2.38,3.86,2.33,0.8791,0.99,89.48,3.86,90.01,0.0909,0.99,89.48,13.21,7.66,1.17,0.99,1.05,1.73,0.69
2019,73,Tolima,251347,99.2,0.991,72.23,97.58,85.03,48.77,1.1063,105.32,116.5,117.44,86.82,0.0,,0.037000000000000005,4.35,2.94,4.8,2.77,0.8984000000000001,0.27,92.51,4.8,91.65,0.0645,0.27,92.51,10.25,5.59,0.75,0.27,0.76,0.99,0.34
2019,76,Valle del Cauca,854243,81.68,0.8146,55.95,76.71,72.69,41.95,0.9262,78.13,92.39,102.53,80.57,0.0,,0.0392,4.75,3.36,4.7,2.98,0.8884000000000001,0.71,91.13,4.7,91.21,0.0725,0.71,91.13,10.8,5.81,1.17,0.71,1.06,1.64,0.61
2019,81,Arauca,64095,93.09,0.9306,58.17,91.77,73.22,37.31,1.0649,99.4,115.96,109.03,80.99,0.0,,0.04019999999999999,4.98,3.66,4.73,2.46,0.9531000000000001,0.12,95.73,4.73,96.65,0.67,0.12,95.73,0.85,0.89,0.0382,0.12,3.7,5.1,1.89
2019,85,Casanare,93431,93.46,0.9343,69.21,91.44,80.9,44.98,1.0468000000000002,94.71,107.83,113.91,83.55,0.0,,0.0301,3.96,2.67,3.54,2.07,0.9013,0.26,92.48,3.54,92.96,0.06860000000000001,0.26,92.48,11.52,4.97,1.9,0.26,1.7,2.91,0.64
2019,86,Putumayo,80890,84.83,0.8482999999999999,48.43,81.13,72.12,37.16,0.9673,85.2,100.14,105.88,76.07,0.0,,0.053899999999999997,5.81,3.71,7.32,5.72,0.857,0.58,89.75,7.32,85.49,0.0891,0.58,89.75,13.68,8.79,1.89,0.58,1.36,2.99,1.54
2019,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",11002,91.92,0.9187000000000001,73.12,90.97,82.13,49.97,0.9859,88.57,103.61,106.51,75.5,0.0,,0.0208,1.31,2.08,2.44,1.49,0.8864,0.82,91.51,2.44,90.32,0.0928,0.82,91.51,15.21,8.19,0.038599999999999995,0.82,3.35,6.08,0.96
2019,91,Amazonas,22435,81.4,0.8140000000000001,53.19,78.9,60.64,29.73,0.9556,99.08,103.43,95.95,70.41,0.0,,0.0417,6.4,2.76,5.17,6.03,0.8823000000000001,0.39,91.1,5.17,83.85,0.076,0.39,91.1,11.3,10.13,0.0707,0.39,6.36,9.54,6.54
2019,94,Guainía,15808,66.26,0.6626000000000001,48.64,67.19,31.46,8.69,0.8077,87.79,100.39,71.92,42.29,0.0,,0.057,6.34,4.58,7.47,6.95,0.7865000000000001,3,79.38,7.47,84.56,0.1565,3,79.38,21.25,8.49,0.0731,3,8.29,8.13,3.6
2019,95,Guaviare,21301,83.11,0.8309000000000001,42.11,79.69,68.44,30.38,1.0082,77.11,109.68,109.47,72.9,0.0,,0.0447,6.67,4,4.95,3.37,0.8803,0.69,90.54,4.95,89.29,0.075,0.69,90.54,12.06,7.35,1.64,0.69,1.69,2.18,0.4
2019,97,Vaupés,15675,52.33,0.5233,22.63,55.02,29.99,13.08,0.6103999999999999,33.41,77.91,56.12,40.26,0.0,,0.0304,4.82,1.8,5.08,3.29,0.9007999999999999,0.23,91.85,5.08,88.2,0.0688,0.23,91.85,8.52,8.5,0.0371,0.23,4.03,4.37,0.82
2019,99,Vichada,33198,55.51,0.5550999999999999,35.98,59.19,25,8.73,0.6242,57.64,90.21,46.04,23.92,0.0,,0.07629999999999999,7,7.45,8.96,4.78,0.7492,2.04,71.3,8.96,86.31,0.1744,2.04,71.3,14.48,8.92,0.0782,2.04,10.66,4.32,1.47
2020,5,Antioquia,1151149,93.59,0.9343,70.25,88.26,83.38,47.45,1.0619,88.33,105.36,119.54,90.74,0.0,,0.023,2.23,1.98,2.72,2.21,0.8996999999999999,0.79,92.19,2.72,90.67,0.07730000000000001,0.79,92.19,11.46,7.12,0.06480000000000001,0.79,5.92,9.37,3.17
2020,8,Atlántico,542750,92.75,0.9238,64.16,89.39,78.67,49.83,1.0038,94.39,106.35,101.76,85.96,0.0,,1.41,1.4,1.46,1.49,1,0.9404,3.12,94.41,1.49,95.83,0.0455,3.12,94.41,5.88,3.17,0.042699999999999995,3.12,3.98,6.05,2.13
2020,11,"Bogotá, D.C.",1181597,96.41,0.9589,69.15,93.79,89.06,57.3,1.0473999999999999,85.9,106.07,111.81,97.06,0.0,,0.46,0.52,0.5,0.38,0.55,0.9440000000000001,0.42,96.29,0.38,92.12,0.051399999999999994,0.42,96.29,7.51,7.33,0.0375,0.42,3.14,5.71,2.27
2020,13,Bolívar,466941,98.91,0.988,66.16,96.52,81.8,47.79,1.104,104.42,117.7,114.19,87.6,0.0,,0.0203,1.77,1.75,2.52,1.93,0.9406,2.4,95.1,2.52,94.33,0.0391,2.4,95.1,5.38,3.74,0.0592,2.4,5.99,7.71,3.29
2020,15,Boyacá,234540,94.91,0.9484,68.86,90.33,89.76,58.72,1.0367,89.14,101.34,113.45,96.79,0.0,,1.7,1.51,1.04,2.15,2.39,0.9055,0.81,95.24,2.15,88.39,0.0775,0.81,95.24,12.68,9.22,0.0542,0.81,3.81,8.55,3.95
2020,17,Caldas,161746,84.65,0.8456999999999999,63.32,78.77,76.79,49.02,0.9632,79.87,92.36,108.42,89.81,0.0,,0.0235,1.52,1.72,3.11,2.49,0.9289000000000001,0.33,95.24,3.11,92.62,0.047599999999999996,0.33,95.24,7.35,4.89,0.06480000000000001,0.33,5.59,9.66,3.27
2020,18,Caquetá,98602,88.94,0.8891,57.46,88.03,69.09,33.55,1.0154,89.18,112.3,101.89,79.78,0.0,,0.06280000000000001,5.27,5.67,7.56,5.76,0.8373999999999999,1.17,85.57,7.56,83.69,0.0998,1.17,85.57,13.66,10.54,0.04190000000000001,1.17,4.34,5.35,2.08
2020,19,Cauca,296813,85,0.8497,54.92,85.48,70.04,38.72,0.9543,88.61,104.87,96.75,74.07,0.0,,1.59,1.46,1.06,2.08,2.4,0.9193000000000001,0.7,93.88,2.08,90.58,0.06480000000000001,0.7,93.88,9.54,7.02,0.0587,0.7,6.06,7.73,3.14
2020,20,Cesar,302403,89.88,0.8973,56.65,86.96,71.9,40.41,0.9915999999999999,96.11,108.6,100.26,73.78,0.0,,0.0858,6.36,5.97,6.36,29.89,0.8240000000000001,6.53,87.38,6.36,62.63,0.0902,6.53,87.38,13.35,7.48,0.0524,6.53,4.81,7.4,3.3
2020,23,Córdoba,388446,93.27,0.9320999999999999,54.06,87.47,80.12,46.3,1.0359,97.93,108.22,109.68,82.48,0.0,,0.0254,3.84,1.87,2.95,2.93,0.9227,4.31,94.15,2.95,92.07,0.052000000000000005,4.31,94.15,6.99,5,0.0584,4.31,5.83,7.36,3.76
2020,25,Cundinamarca,592264,93.68,0.9342,64.47,90.32,86.08,50.35,1.0327,89.51,103.47,113.34,89.89,0.0,,0.0278,3.36,2.34,2.93,3.56,0.9057999999999999,1.61,93.77,2.93,89.18,0.0663,1.61,93.77,10.51,7.26,0.0529,1.61,4.22,8.09,3.04
2020,27,Chocó,143711,83.98,0.8397,53.17,85.84,55.87,26.01,0.9462999999999999,90.95,116.95,86.55,54.3,0.0,,0.0204,1.64,1.57,2.82,2.54,0.9172,1.02,92.52,2.82,92.07,0.062400000000000004,1.02,92.52,8.45,5.39,0.07780000000000001,1.02,9.26,8.47,3.16
2020,41,Huila,242199,93.46,0.9338,65.22,92.14,81.78,46.27,1.0351000000000001,91.73,107.37,112.21,82.25,0.0,,0.024900000000000002,1.8,1.96,3.32,2.54,0.8963,0.27,93.52,3.32,88.15,0.0788,0.27,93.52,13.55,9.31,0.06849999999999999,0.27,5.69,10.59,4.33
2020,44,La Guajira,252101,94.28,0.9420000000000001,77.87,94.12,58.87,27.06,1.0473999999999999,117.18,126.28,94.69,57.76,0.0,,0.0208,2.35,2.22,1.76,1.92,0.8911,3.64,88.9,1.76,91.5,0.08810000000000001,3.64,88.9,11.06,6.58,0.0587,3.64,6.79,6.39,1.96
2020,47,Magdalena,327562,96.03,0.9582999999999999,61.18,90.4,74.25,42.61,1.1091,110.44,117.1,113.68,89.82,0.0,,0.0387,5.68,4.26,2.97,3.64,0.9081,2.9,92.28,2.97,91.53,0.053200000000000004,2.9,92.28,8.56,4.83,0.038,2.9,3.67,5.04,1.8
2020,50,Meta,217673,93.91,0.9383,65.64,90.98,81.17,47.12,1.0544,91.93,108.73,109.93,95.06,0.0,,0.024700000000000003,3.14,2.25,2.68,2.25,0.8706,1.98,89.78,2.68,87.79,0.1047,1.98,89.78,15.49,9.95,0.0432,1.98,3.53,6.77,2.42
2020,52,Nariño,305761,84.15,0.841,55.01,79.06,69.72,41.01,0.9739,79.03,100.83,105.22,82.91,0.0,,1.75,1.02,1.73,2.03,1.43,0.8934000000000001,3.68,89.94,2.03,91.76,0.0891,3.68,89.94,11.4,6.81,0.046799999999999994,3.68,4.61,6.35,2.35
2020,54,Norte de Santander,325981,90.24,0.9016,66.9,89,76.87,41.2,0.9832,93.61,106.72,100.01,76.29,0.0,,0.0394,4.03,3.65,4.58,3.08,0.8881999999999999,2.67,89.74,4.58,90.82,0.0724,2.67,89.74,9.48,6.11,0.055099999999999996,2.67,4.57,8.25,4.13
2020,63,Quindio,83129,95.97,0.9593,71.49,91.39,87.94,56.4,1.0741,96.38,105.63,119.41,94.09,0.0,,0.030699999999999998,2.76,2.57,3.6,3.27,0.9009999999999999,0.46,93.22,3.6,89.2,0.0683,0.46,93.22,10.59,7.53,0.060599999999999994,0.46,4.85,9.52,3.34
2020,66,Risaralda,155149,98.9,0.9864,69.93,94.52,87.35,52.26,1.1387,98.11,112.29,125.43,102.75,0.0,,0.028900000000000002,2.62,2.56,3.46,2.5,0.8868,2.78,91.57,3.46,88.42,0.0843,2.78,91.57,12.22,9.08,0.0541,2.78,4.41,8.29,2.91
2020,68,Santander,408876,95.97,0.9582999999999999,68.01,93.45,85.52,51.23,1.0554000000000001,95.58,107.51,113.25,90.52,0.0,,1.85,1.96,1.58,2.14,1.91,0.9104000000000001,2.84,93.97,2.14,91.26,0.071,2.84,93.97,11.15,6.84,0.0626,2.84,4.7,9.96,4.02
2020,70,Sucre,204837,95.22,0.9517,66.44,92.84,77.21,43.08,1.0793000000000001,123.04,114.3,109.76,81.42,0.0,,2.0,3.35,1.36,2.53,1.76,0.9243000000000001,3.1,94.7,2.53,92.48,0.0557,3.1,94.7,8.34,5.76,0.0751,3.1,7.32,10.51,4.59
2020,73,Tolima,247605,99.37,0.9926999999999999,70.66,97.01,85.93,51.47,1.1054000000000002,103.33,114.67,117.57,90.92,0.0,,0.0329,2.87,2.89,3.93,3.06,0.9022,0.94,92.73,3.93,90.79,0.06480000000000001,0.94,92.73,10.16,6.15,0.0513,0.94,4.39,7.76,2.74
2020,76,Valle del Cauca,846957,82.18,0.8195999999999999,57.87,77.11,73.15,44.44,0.9214,78.98,91.09,101.59,82.36,0.0,,0.0273,3.59,2.59,2.86,2.38,0.9041,1.88,92.43,2.86,91.11,0.06860000000000001,1.88,92.43,9.92,6.5,0.0572,1.88,5.05,8.31,2.85
2020,81,Arauca,66580,92.84,0.9281,59,90.7,74.91,37.32,1.0595999999999999,95.92,116.78,108.35,78.52,0.0,,0.0393,2.21,3.54,4.82,4.48,0.8552,4.02,87.63,4.82,86.81,0.10550000000000001,4.02,87.63,15.39,8.71,0.039,4.02,3.48,5.77,1.73
2020,85,Casanare,93855,94.38,0.9434999999999999,71.29,92.78,82.72,47.14,1.0495,94.89,107.79,113.83,85.36,0.0,,0.021099999999999997,2.14,1.96,2.32,1.99,0.9095,0.84,93.57,2.32,90.63,0.0694,0.84,93.57,11.29,7.38,0.054299999999999994,0.84,4.48,8.79,2.37
2020,86,Putumayo,80810,84.42,0.8441,50.72,80.58,73.07,39.5,0.9521,83.77,98.36,104.01,75.86,0.0,,0.0742,4.49,5.84,9.56,8.81,0.868,0.25,90.59,9.56,85.05,0.057800000000000004,0.25,90.59,9.57,6.14,0.0681,0.25,5.74,10.17,4.66
2020,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",11169,92.77,0.9267,77.45,90.69,83.01,50.87,0.9915,94.13,102.9,107.5,75.68,0.0,,1.41,1.26,1.3,1.56,1.46,0.9177,1.73,92.69,1.56,89.67,0.0682,1.73,92.69,8.25,8.87,0.0867,1.73,7.44,12.91,4.7
2020,91,Amazonas,22563,81.26,0.8123999999999999,50.16,79.55,60.21,30.42,0.9499,90.51,102.71,96.86,72.2,0.0,,0.023700000000000002,6.46,0.75,3.6,2.83,0.8872,0.06,94.52,3.6,79.26,0.0891,0.06,94.52,15.1,17.91,0.1,0.06,10.63,12.25,6.8
2020,94,Guainía,15771,70.52,0.7051000000000001,55.92,69.96,33.54,10.73,0.8391,96.5,105.58,72.4,43.18,0.0,,0.0353,5.18,3.49,3.13,3.04,0.8146,4.16,84.51,3.13,79.5,0.1501,4.16,84.51,24.57,17.45,0.105,4.16,11.43,13.99,3.6
2020,95,Guaviare,21482,83.07,0.8306,43.3,76.41,67.8,34.28,1.0072,81.17,103.18,111.13,83.61,0.0,,0.0441,3.09,3.27,5.81,6.32,0.8667,1.25,91.56,5.81,83.32,0.0892,1.25,91.56,15.58,10.36,0.0604,1.25,5.45,8.77,3.37
2020,97,Vaupés,15910,53.47,0.5347,30.55,54.96,31.22,13.32,0.628,43.8,78.15,58.55,40.98,0.0,,0.0254,2.88,2.11,2.8,4.09,0.8118000000000001,6.67,79.57,2.8,81.14,0.1628,6.67,79.57,14.86,14.76,0.07150000000000001,6.67,7.86,7.44,5.08
2020,99,Vichada,33298,60.15,0.6014,43.53,64.7,26.74,9.9,0.6664,63.7,97.83,47.1,25.59,0.0,,0.030699999999999998,2.88,3.09,3.3,2.17,0.8408,0.06,82.07,3.3,91.72,0.1285,0.06,82.07,13.48,6.1,0.1444,0.06,18.98,9.62,3.93
2021,5,Antioquia,1149861,92.62,0.9245,69.22,87.05,82.80,49.85,1.0469,85.54,103.29,117.02,93.14,0.0,,0.0481,3.59,4.27,5.90,4.13,0.8752,0.30,89.26,5.90,88.94,0.0766,0.30,89.26,10.65,6.93,0.0584,0.30,5.07,8.68,3.02
2021,8,Atlántico,546055,93.93,0.9355,61.65,89.70,80.98,51.45,1.0195999999999998,88.60,106.93,104.59,91.09,0.0,,1.67,2.15,1.75,1.68,1.03,0.9056000000000001,3.14,91.34,1.68,92.66,0.07780000000000001,3.14,91.34,10.34,6.32,0.0382,3.14,3.75,4.88,1.56
2021,11,"Bogotá, D,C,",1174274,94.28,0.938,63.99,89.92,89.19,58.84,1.0256999999999998,79.21,101.47,111.35,99.55,0.0,,1.29,1.07,1.08,1.35,1.88,0.8815000000000001,0.86,91.46,1.35,87.15,0.1056,0.86,91.46,15.84,10.97,0.0329,0.86,2.44,5.20,2.39
2021,13,Bolívar,469046,99.39,0.993,61.82,96.68,83.48,50.46,1.1133,92.14,117.98,116.18,94.65,0.0,,0.0369,4.13,3.33,4.27,3.13,0.8865000000000001,1.18,89.87,4.27,88.89,0.0766,1.18,89.87,10.10,7.98,0.040999999999999995,1.18,3.69,5.67,2.12
2021,15,Boyacá,234348,95.55,0.9548000000000001,69.77,89.56,91.09,59.26,1.0485,88.52,101.58,117.06,96.31,0.0,,0.0297,2.75,2.13,3.63,3.69,0.8805,0.96,92.34,3.63,87.30,0.0898,0.96,92.34,13.94,9.01,0.0591,0.96,3.41,9.77,4.86
2021,17,Caldas,161737,84.34,0.8425,63.05,78.78,76.79,50.84,0.9587,77.40,92.37,106.48,92.30,0.0,,0.031,2.50,2.48,3.92,3.02,0.902,0.81,92.05,3.92,90.70,0.067,0.81,92.05,9.24,6.28,0.0446,0.81,3.65,6.71,2.76
2021,18,Caquetá,98412,86.73,0.867,55.37,86.21,67.99,32.82,0.9751000000000001,81.98,109.08,99.82,71.40,0.0,,0.085,5.63,7.56,10.66,7.79,0.8281999999999999,0.84,84.45,10.66,83.97,0.0868,0.84,84.45,11.46,8.24,0.0759,0.84,7.62,9.84,4.23
2021,19,Cauca,294933,86.33,0.8628,55.46,86.19,71.60,40.52,0.9767,86.45,106.16,100.32,77.52,0.0,,0.030299999999999997,2.11,2.02,4.24,4.04,0.8833,1.21,90.29,4.24,87.00,0.0864,1.21,90.29,11.44,8.96,0.059800000000000006,1.21,5.31,8.57,4.34
2021,20,Cesar,305550,89.21,0.8904000000000001,53.13,85.64,72.50,40.47,0.988,87.54,108.40,101.53,73.76,0.0,,0.024300000000000002,2.27,2.18,2.85,2.23,0.8909,1.54,90.80,2.85,89.68,0.0849,1.54,90.80,12.14,8.09,0.06280000000000001,1.54,4.77,9.87,3.82
2021,23,Córdoba,388712,93.04,0.9295,50.09,86.49,80.55,49.60,1.0367,85.79,107.49,110.56,89.23,0.0,,0.029500000000000002,3.77,2.32,3.53,3.08,0.8941,2.79,90.58,3.53,89.86,0.07629999999999999,2.79,90.58,9.43,7.06,0.0481,2.79,4.11,6.20,3.04
2021,25,Cundinamarca,610367,90.84,0.9057999999999999,60.68,85.96,84.79,50.40,1.0006,83.59,99.03,111.10,89.10,0.0,,0.0406,4.44,3.70,4.51,3.74,0.8934000000000001,1.03,92.02,4.51,89.06,0.0659,1.03,92.02,10.10,7.20,0.052000000000000005,1.03,3.59,8.39,3.37
2021,27,Chocó,143120,87.22,0.8717,51.85,89.88,60.74,29.10,1.0043,83.89,120.19,98.00,62.31,0.0,,0.04019999999999999,3.68,3.14,5.34,4.74,0.8604999999999999,0.16,87.51,5.34,86.83,0.0992,0.16,87.51,13.49,8.43,0.058899999999999994,0.16,6.45,6.93,3.37
2021,41,Huila,242129,93.80,0.9373,64.34,93.29,82.21,48.19,1.0413,87.99,108.21,112.30,85.55,0.0,,0.061799999999999994,3.67,4.92,8.37,6.17,0.8398,0.22,87.37,8.37,84.25,0.0984,0.22,87.37,14.75,9.58,0.052300000000000006,0.22,3.77,8.53,4.23
2021,44,La Guajira,255513,99.46,0.9934999999999999,79.15,100.04,60.89,27.93,1.1161,117.14,137.24,98.57,63.02,0.0,,0.0206,1.90,2.06,2.23,1.62,0.8912,1.95,88.64,2.23,90.79,0.0882,1.95,88.64,10.52,7.60,0.060899999999999996,1.95,6.99,6.40,2.77
